Date,Name,Year,Letterboxd URI,Rating
2016-05-14,Destry Rides Again,1939,https://letterboxd.com/film/destry-rides-again/,3
2016-05-17,Fair Game,2010,https://letterboxd.com/film/fair-game-2010/,3.5
2016-05-24,Wolf,2013,https://letterboxd.com/film/wolf-2013/,3
2016-06-01,The New Kid,2015,https://letterboxd.com/film/the-new-kid/,4
2016-06-02,Cool Hand Luke,1967,https://letterboxd.com/film/cool-hand-luke/,3
2016-06-04,Monster's Ball,2001,https://letterboxd.com/film/monsters-ball/,1.5
2016-06-06,Ma 6-T va crack-er,1997,https://letterboxd.com/film/ma-6-t-va-crack-er/,2
2016-06-30,Duplicity,2009,https://letterboxd.com/film/duplicity/,2
2016-06-30,"Wesh Wesh, qu'est-ce qui se passe ?",2001,https://letterboxd.com/film/wesh-wesh-quest-ce-qui-se-passe/,2.5
2016-06-30,Eye in the Sky,2015,https://letterboxd.com/film/eye-in-the-sky-2015/,3
2016-07-01,Hospital,1970,https://letterboxd.com/film/hospital-1970/,3
2016-07-03,While We're Young,2014,https://letterboxd.com/film/while-were-young/,2.5
2016-07-04,Locke,2013,https://letterboxd.com/film/locke/,3
2016-07-05,Hackers,1995,https://letterboxd.com/film/hackers/,2.5
2016-07-07,O.J.: Made in America,2016,https://letterboxd.com/film/oj-made-in-america/,4
2016-07-12,Sombre,1998,https://letterboxd.com/film/sombre/,2.5
2016-07-13,Jim Jefferies: Freedumb,2016,https://letterboxd.com/film/jim-jefferies-freedumb/,3.5
2016-07-14,Wanderlust,2012,https://letterboxd.com/film/wanderlust/,3
2016-07-17,The Secret Life of Pets,2016,https://letterboxd.com/film/the-secret-life-of-pets/,2
2016-07-17,Me and Earl and the Dying Girl,2015,https://letterboxd.com/film/me-and-earl-and-the-dying-girl/,1.5
2016-07-20,Unfriended,2014,https://letterboxd.com/film/unfriended/,2.5
2016-07-21,Embrace of the Serpent,2015,https://letterboxd.com/film/embrace-of-the-serpent/,3
2016-07-24,Star Trek Beyond,2016,https://letterboxd.com/film/star-trek-beyond/,2
2016-07-29,Time of the Gypsies,1988,https://letterboxd.com/film/time-of-the-gypsies/,3
2016-07-29,Yankee Doodle Dandy,1942,https://letterboxd.com/film/yankee-doodle-dandy/,2
2016-08-02,Ghostbusters,2016,https://letterboxd.com/film/ghostbusters-2016/,4
2016-08-08,Tony Robbins: I Am Not Your Guru,2016,https://letterboxd.com/film/tony-robbins-i-am-not-your-guru/,2.5
2016-08-09,Jason Bourne,2016,https://letterboxd.com/film/jason-bourne/,2
2016-08-14,Sausage Party,2016,https://letterboxd.com/film/sausage-party/,1
2016-08-16,"Hail, Caesar!",2016,https://letterboxd.com/film/hail-caesar-2016/,2
2016-08-17,Train to Busan,2016,https://letterboxd.com/film/train-to-busan/,3.5
2016-08-18,The Lobster,2015,https://letterboxd.com/film/the-lobster/,1.5
2016-08-22,'71,2014,https://letterboxd.com/film/71/,3
2016-08-22,Jim Gaffigan: Obsessed,2014,https://letterboxd.com/film/jim-gaffigan-obsessed/,3.5
2016-08-22,War Dogs,2016,https://letterboxd.com/film/war-dogs-2016/,3
2016-08-31,Hell or High Water,2016,https://letterboxd.com/film/hell-or-high-water/,2.5
2016-09-03,Wiener-Dog,2016,https://letterboxd.com/film/wiener-dog/,1.5
2016-09-04,The Nice Guys,2016,https://letterboxd.com/film/the-nice-guys/,2.5
2016-09-07,Green Room,2015,https://letterboxd.com/film/green-room/,2
2016-09-09,Lone Survivor,2013,https://letterboxd.com/film/lone-survivor/,3
2016-09-16,Don't Think Twice,2016,https://letterboxd.com/film/dont-think-twice/,3.5
2016-09-19,Everybody Wants Some!!,2016,https://letterboxd.com/film/everybody-wants-some/,4
2016-09-22,The Night Of,2016,https://letterboxd.com/film/the-night-of/,4
2016-09-24,Sully,2016,https://letterboxd.com/film/sully/,3
2016-09-26,The Glass Shield,1994,https://letterboxd.com/film/the-glass-shield/,2.5
2016-09-27,Cop Car,2015,https://letterboxd.com/film/cop-car/,3
2016-10-07,Kubo and the Two Strings,2016,https://letterboxd.com/film/kubo-and-the-two-strings/,3
2016-10-08,Amanda Knox,2016,https://letterboxd.com/film/amanda-knox/,2.5
2016-10-11,The Age of Shadows,2016,https://letterboxd.com/film/the-age-of-shadows/,2
2016-10-15,Dheepan,2015,https://letterboxd.com/film/dheepan/,1.5
2016-10-22,The Conjuring 2,2016,https://letterboxd.com/film/the-conjuring-2/,1.5
2016-10-27,Dope,2015,https://letterboxd.com/film/dope-2015/,2
2016-10-27,Christine,2016,https://letterboxd.com/film/christine-2016/,3.5
2016-10-27,Weiner,2016,https://letterboxd.com/film/weiner/,3.5
2016-10-30,Tickled,2016,https://letterboxd.com/film/tickled/,3.5
2016-10-30,Mascots,2016,https://letterboxd.com/film/mascots/,2.5
2016-11-05,Café Society,2016,https://letterboxd.com/film/cafe-society-2016/,2.5
2016-11-07,Hacksaw Ridge,2016,https://letterboxd.com/film/hacksaw-ridge/,4
2016-11-12,Nanook of the North,1922,https://letterboxd.com/film/nanook-of-the-north/,3.5
2016-11-12,Winchester '73,1950,https://letterboxd.com/film/winchester-73/,3
2016-11-13,Arrival,2016,https://letterboxd.com/film/arrival-2016/,1.5
2016-11-16,High School,1968,https://letterboxd.com/film/high-school/,2.5
2016-11-22,Oliver Twist,1948,https://letterboxd.com/film/oliver-twist-1948/,3.5
2016-11-22,You're Sleeping Nicole,2014,https://letterboxd.com/film/youre-sleeping-nicole/,3
2016-11-22,The Best of Youth,2003,https://letterboxd.com/film/the-best-of-youth/,4.5
2016-11-22,Topsy-Turvy,1999,https://letterboxd.com/film/topsy-turvy/,4
2016-11-22,The Wailing,2016,https://letterboxd.com/film/the-wailing/,2
2016-12-08,Keanu,2016,https://letterboxd.com/film/keanu/,3
2016-12-08,Moonlight,2016,https://letterboxd.com/film/moonlight-2016/,2.5
2016-12-11,Fantastic Beasts and Where to Find Them,2016,https://letterboxd.com/film/fantastic-beasts-and-where-to-find-them/,3
2016-12-13,Berlin Alexanderplatz,1980,https://letterboxd.com/film/berlin-alexanderplatz/,3.5
2016-12-18,Manchester by the Sea,2016,https://letterboxd.com/film/manchester-by-the-sea/,4.5
2016-12-19,La La Land,2016,https://letterboxd.com/film/la-la-land/,3.5
2016-12-31,Rogue One: A Star Wars Story,2016,https://letterboxd.com/film/rogue-one-a-star-wars-story/,2
2017-01-03,Jackie,2016,https://letterboxd.com/film/jackie-2016/,3
2017-01-16,Toni Erdmann,2016,https://letterboxd.com/film/toni-erdmann/,4
2017-01-17,Patriots Day,2016,https://letterboxd.com/film/patriots-day/,3
2017-01-17,The Red Turtle,2016,https://letterboxd.com/film/the-red-turtle/,3
2017-01-18,Deadpool,2016,https://letterboxd.com/film/deadpool/,2.5
2017-01-22,20th Century Women,2016,https://letterboxd.com/film/20th-century-women/,3
2017-01-22,Neruda,2016,https://letterboxd.com/film/neruda-2016/,3.5
2017-01-23,The Handmaiden,2016,https://letterboxd.com/film/the-handmaiden/,2
2017-01-25,"I, Daniel Blake",2016,https://letterboxd.com/film/i-daniel-blake/,3
2017-01-29,Kate Plays Christine,2016,https://letterboxd.com/film/kate-plays-christine/,3
2017-01-30,The Edge of Seventeen,2016,https://letterboxd.com/film/the-edge-of-seventeen/,4.5
2017-02-11,Paterson,2016,https://letterboxd.com/film/paterson/,2.5
2017-02-19,Elle,2016,https://letterboxd.com/film/elle/,3
2017-02-19,Julieta,2016,https://letterboxd.com/film/julieta/,2.5
2017-02-19,Lion,2016,https://letterboxd.com/film/lion/,3
2017-02-21,Nocturnal Animals,2016,https://letterboxd.com/film/nocturnal-animals/,3
2017-02-22,The Founder,2016,https://letterboxd.com/film/the-founder/,3
2017-03-06,Logan,2017,https://letterboxd.com/film/logan-2017/,3.5
2017-03-06,Live by Night,2016,https://letterboxd.com/film/live-by-night/,2
2017-03-06,Deepwater Horizon,2016,https://letterboxd.com/film/deepwater-horizon/,3.5
2017-03-12,Get Out,2017,https://letterboxd.com/film/get-out-2017/,3.5
2017-05-08,The Lost City of Z,2016,https://letterboxd.com/film/the-lost-city-of-z/,3.5
2017-06-12,It Comes at Night,2017,https://letterboxd.com/film/it-comes-at-night/,3
2017-07-18,Spider-Man: Homecoming,2017,https://letterboxd.com/film/spider-man-homecoming/,3
2017-07-18,War for the Planet of the Apes,2017,https://letterboxd.com/film/war-for-the-planet-of-the-apes/,1.5
2017-08-01,Dunkirk,2017,https://letterboxd.com/film/dunkirk-2017/,3
2017-08-06,Detroit,2017,https://letterboxd.com/film/detroit/,2.5
2017-08-31,Logan Lucky,2017,https://letterboxd.com/film/logan-lucky/,2.5
2017-10-22,Blade Runner 2049,2017,https://letterboxd.com/film/blade-runner-2049/,3
2017-11-04,The Florida Project,2017,https://letterboxd.com/film/the-florida-project/,4
2017-11-04,A Ghost Story,2017,https://letterboxd.com/film/a-ghost-story-2017/,2.5
2017-11-28,"Three Billboards Outside Ebbing, Missouri",2017,https://letterboxd.com/film/three-billboards-outside-ebbing-missouri/,4.5
2017-12-03,Lady Bird,2017,https://letterboxd.com/film/lady-bird/,3.5
2017-12-06,The Salesman,2016,https://letterboxd.com/film/the-salesman-2016/,3.5
